,Statistic,Quarter,Eircode.Output,value
5462,New Dwelling Completion,2021Q4,A42: Garristown,5
5463,New Dwelling Completion,2021Q4,A45: Oldtown,1
5464,New Dwelling Completion,2021Q4,A63: Greystones,102
5465,New Dwelling Completion,2021Q4,A67: Wicklow,51
5466,New Dwelling Completion,2021Q4,A75: Castleblaney,12
5467,New Dwelling Completion,2021Q4,A81: Carrickmacross,31
5468,New Dwelling Completion,2021Q4,A82: Kells,49
5469,New Dwelling Completion,2021Q4,A83: Enfield,26
5470,New Dwelling Completion,2021Q4,A84: Ashbourne,18
5471,New Dwelling Completion,2021Q4,A85: Dunshaughlin,49
5472,New Dwelling Completion,2021Q4,A86: Dunboyne,13
5473,New Dwelling Completion,2021Q4,A91: Dundalk,100
5474,New Dwelling Completion,2021Q4,A92: Drogheda,215
5475,New Dwelling Completion,2021Q4,A94: Blackrock,35
5476,New Dwelling Completion,2021Q4,A96: Glenageary,201
5477,New Dwelling Completion,2021Q4,A98: Bray,49
5478,New Dwelling Completion,2021Q4,C15: Navan,151
5479,New Dwelling Completion,2021Q4,D01: Dublin 1,101
5480,New Dwelling Completion,2021Q4,D02: Dublin 2,98
5481,New Dwelling Completion,2021Q4,D03: Dublin 3,86
5482,New Dwelling Completion,2021Q4,D04: Dublin 4,46
5483,New Dwelling Completion,2021Q4,D05: Dublin 5,82
5484,New Dwelling Completion,2021Q4,D06: Dublin 6,18
5485,New Dwelling Completion,2021Q4,D07: Dublin 7,93
5486,New Dwelling Completion,2021Q4,D08: Dublin 8,62
5487,New Dwelling Completion,2021Q4,D09: Dublin 9,163
5488,New Dwelling Completion,2021Q4,D10: Dublin 10,2
5489,New Dwelling Completion,2021Q4,D11: Dublin 11,221
5490,New Dwelling Completion,2021Q4,D12: Dublin 12,59
5491,New Dwelling Completion,2021Q4,D13: Dublin 13,164
5492,New Dwelling Completion,2021Q4,D14: Dublin 14,33
5493,New Dwelling Completion,2021Q4,D15: Dublin 15,202
5494,New Dwelling Completion,2021Q4,D16: Dublin 16,81
5495,New Dwelling Completion,2021Q4,D17: Dublin 17,58
5496,New Dwelling Completion,2021Q4,D18: Dublin 18,338
5497,New Dwelling Completion,2021Q4,D20: Dublin 20,1
5498,New Dwelling Completion,2021Q4,D22: Dublin 22,57
5499,New Dwelling Completion,2021Q4,D24: Dublin 24,93
5500,New Dwelling Completion,2021Q4,D6W: Dublin 6W,1
5501,New Dwelling Completion,2021Q4,E21: Cahir,8
5502,New Dwelling Completion,2021Q4,E25: Cashel,8
5503,New Dwelling Completion,2021Q4,E32: Carrick-on-Suir,6
5504,New Dwelling Completion,2021Q4,E34: Tipperary,9
5505,New Dwelling Completion,2021Q4,E41: Thurles,32
5506,New Dwelling Completion,2021Q4,E45: Nenagh,37
5507,New Dwelling Completion,2021Q4,E53: Roscrea,0
5508,New Dwelling Completion,2021Q4,E91: Clonmel,15
5509,New Dwelling Completion,2021Q4,F12: Claremorris,21
5510,New Dwelling Completion,2021Q4,F23: Castlebar,31
5511,New Dwelling Completion,2021Q4,F26: Ballina,41
5512,New Dwelling Completion,2021Q4,F28: Westport,24
5513,New Dwelling Completion,2021Q4,F31: Ballinrobe,6
5514,New Dwelling Completion,2021Q4,F35: Ballyhaunis,1
5515,New Dwelling Completion,2021Q4,F42: Roscommon,20
5516,New Dwelling Completion,2021Q4,F45: Castlerea,10
5517,New Dwelling Completion,2021Q4,F52: Boyle,3
5518,New Dwelling Completion,2021Q4,F56: Ballymote,7
5519,New Dwelling Completion,2021Q4,F91: Sligo,38
5520,New Dwelling Completion,2021Q4,F92: Letterkenny,52
5521,New Dwelling Completion,2021Q4,F93: Lifford,51
5522,New Dwelling Completion,2021Q4,F94: Donegal,59
5523,New Dwelling Completion,2021Q4,H12: Cavan,13
5524,New Dwelling Completion,2021Q4,H14: Belturbet,7
5525,New Dwelling Completion,2021Q4,H16: Cootehill,4
5526,New Dwelling Completion,2021Q4,H18: Monaghan,24
5527,New Dwelling Completion,2021Q4,H23: Clones,1
5528,New Dwelling Completion,2021Q4,H53: Ballinasloe,21
5529,New Dwelling Completion,2021Q4,H54: Tuam,27
5530,New Dwelling Completion,2021Q4,H62: Loughrea,20
5531,New Dwelling Completion,2021Q4,H65: Athenry,19
5532,New Dwelling Completion,2021Q4,H71: Clifden,0
5533,New Dwelling Completion,2021Q4,H91: Galway,144
5534,New Dwelling Completion,2021Q4,K32: Balbriggan,65
5535,New Dwelling Completion,2021Q4,K34: Skerries,10
5536,New Dwelling Completion,2021Q4,K36: Malahide,83
5537,New Dwelling Completion,2021Q4,K45: Lusk,35
5538,New Dwelling Completion,2021Q4,K56: Rush,6
5539,New Dwelling Completion,2021Q4,K67: Swords,15
5540,New Dwelling Completion,2021Q4,K78: Lucan,69
5541,New Dwelling Completion,2021Q4,N37: Athlone,22
5542,New Dwelling Completion,2021Q4,N39: Longford,62
5543,New Dwelling Completion,2021Q4,N41: Carrick-on-Shannon,20
5544,New Dwelling Completion,2021Q4,N91: Mullingar,32
5545,New Dwelling Completion,2021Q4,P12: Macroom,34
5546,New Dwelling Completion,2021Q4,P14: Crookstown,9
5547,New Dwelling Completion,2021Q4,P17: Kinsale,19
5548,New Dwelling Completion,2021Q4,P24: Cobh,20
5549,New Dwelling Completion,2021Q4,P25: Midleton,23
5550,New Dwelling Completion,2021Q4,P31: Ballincollig,18
5551,New Dwelling Completion,2021Q4,P32: Rylane,2
5552,New Dwelling Completion,2021Q4,P36: Youghal,13
5553,New Dwelling Completion,2021Q4,P43: Carrigaline,75
5554,New Dwelling Completion,2021Q4,P47: Dunmanway,15
5555,New Dwelling Completion,2021Q4,P51: Mallow,34
5556,New Dwelling Completion,2021Q4,P56: Charleville,16
5557,New Dwelling Completion,2021Q4,P61: Fermoy,4
5558,New Dwelling Completion,2021Q4,P67: Mitchelstown,5
5559,New Dwelling Completion,2021Q4,P72: Bandon,25
5560,New Dwelling Completion,2021Q4,P75: Bantry,7
5561,New Dwelling Completion,2021Q4,P81: Skibbereen,13
5562,New Dwelling Completion,2021Q4,P85: Clonakilty,16
5563,New Dwelling Completion,2021Q4,R14: Athy,16
5564,New Dwelling Completion,2021Q4,R21: Mhuine Bheag,1
5565,New Dwelling Completion,2021Q4,R32: Portlaoise,47
5566,New Dwelling Completion,2021Q4,R35: Tullamore,56
5567,New Dwelling Completion,2021Q4,R42: Birr,25
5568,New Dwelling Completion,2021Q4,R45: Edenderry,1
5569,New Dwelling Completion,2021Q4,R51: Kildare,44
5570,New Dwelling Completion,2021Q4,R56: Curragh,6
5571,New Dwelling Completion,2021Q4,R93: Carlow,110
5572,New Dwelling Completion,2021Q4,R95: Kilkenny,53
5573,New Dwelling Completion,2021Q4,T12: Cork Southside,102
5574,New Dwelling Completion,2021Q4,T23: Cork Northside,95
5575,New Dwelling Completion,2021Q4,T34: Carrignavar,6
5576,New Dwelling Completion,2021Q4,T45: Glanmire,72
5577,New Dwelling Completion,2021Q4,T56: Watergrasshill,42
5578,New Dwelling Completion,2021Q4,V14: Shannon,3
5579,New Dwelling Completion,2021Q4,V15: Kilrush,9
5580,New Dwelling Completion,2021Q4,V23: Caherciveen,3
5581,New Dwelling Completion,2021Q4,V31: Listowel,24
5582,New Dwelling Completion,2021Q4,V35: Kilmallock,23
5583,New Dwelling Completion,2021Q4,V42: Newcastle West,3
5584,New Dwelling Completion,2021Q4,V92: Tralee,43
5585,New Dwelling Completion,2021Q4,V93: Killarney,34
5586,New Dwelling Completion,2021Q4,V94: Limerick,198
5587,New Dwelling Completion,2021Q4,V95: Ennis,111
5588,New Dwelling Completion,2021Q4,W12: Newbridge,27
5589,New Dwelling Completion,2021Q4,W23: Celbridge,377
5590,New Dwelling Completion,2021Q4,W34: Monasterevin,22
5591,New Dwelling Completion,2021Q4,W91: Naas,232
5592,New Dwelling Completion,2021Q4,X35: Dungarvan,20
5593,New Dwelling Completion,2021Q4,X42: Kilmacthomas,7
5594,New Dwelling Completion,2021Q4,X91: Waterford,161
5595,New Dwelling Completion,2021Q4,Y14: Arklow,27
5596,New Dwelling Completion,2021Q4,Y21: Enniscorthy,102
5597,New Dwelling Completion,2021Q4,Y25: Gorey,50
5598,New Dwelling Completion,2021Q4,Y34: New Ross,15
5599,New Dwelling Completion,2021Q4,Y35: Wexford,88
5600,New Dwelling Completion,2022Q1,All,5625
5601,New Dwelling Completion,2022Q1,A41: Ballyboughal,0
5602,New Dwelling Completion,2022Q1,A42: Garristown,1
5603,New Dwelling Completion,2022Q1,A45: Oldtown,0
5604,New Dwelling Completion,2022Q1,A63: Greystones,69
5605,New Dwelling Completion,2022Q1,A67: Wicklow,111
5606,New Dwelling Completion,2022Q1,A75: Castleblaney,13
5607,New Dwelling Completion,2022Q1,A81: Carrickmacross,16
5608,New Dwelling Completion,2022Q1,A82: Kells,38
5609,New Dwelling Completion,2022Q1,A83: Enfield,22
5610,New Dwelling Completion,2022Q1,A84: Ashbourne,3
5611,New Dwelling Completion,2022Q1,A85: Dunshaughlin,6
5612,New Dwelling Completion,2022Q1,A86: Dunboyne,32
5613,New Dwelling Completion,2022Q1,A91: Dundalk,80
5614,New Dwelling Completion,2022Q1,A92: Drogheda,225
5615,New Dwelling Completion,2022Q1,A94: Blackrock,14
5616,New Dwelling Completion,2022Q1,A96: Glenageary,81
5617,New Dwelling Completion,2022Q1,A98: Bray,38
5618,New Dwelling Completion,2022Q1,C15: Navan,71
5619,New Dwelling Completion,2022Q1,D01: Dublin 1,229
5620,New Dwelling Completion,2022Q1,D02: Dublin 2,27
5621,New Dwelling Completion,2022Q1,D03: Dublin 3,48
5622,New Dwelling Completion,2022Q1,D04: Dublin 4,38
5623,New Dwelling Completion,2022Q1,D05: Dublin 5,3
5624,New Dwelling Completion,2022Q1,D06: Dublin 6,46
5625,New Dwelling Completion,2022Q1,D07: Dublin 7,152
5626,New Dwelling Completion,2022Q1,D08: Dublin 8,7
5627,New Dwelling Completion,2022Q1,D09: Dublin 9,165
5628,New Dwelling Completion,2022Q1,D10: Dublin 10,0
5629,New Dwelling Completion,2022Q1,D11: Dublin 11,19
5630,New Dwelling Completion,2022Q1,D12: Dublin 12,65
5631,New Dwelling Completion,2022Q1,D13: Dublin 13,193
5632,New Dwelling Completion,2022Q1,D14: Dublin 14,26
5633,New Dwelling Completion,2022Q1,D15: Dublin 15,112
5634,New Dwelling Completion,2022Q1,D16: Dublin 16,12
5635,New Dwelling Completion,2022Q1,D17: Dublin 17,85
5636,New Dwelling Completion,2022Q1,D18: Dublin 18,458
5637,New Dwelling Completion,2022Q1,D20: Dublin 20,1
5638,New Dwelling Completion,2022Q1,D22: Dublin 22,58
5639,New Dwelling Completion,2022Q1,D24: Dublin 24,54
5640,New Dwelling Completion,2022Q1,D6W: Dublin 6W,16
5641,New Dwelling Completion,2022Q1,E21: Cahir,6
5642,New Dwelling Completion,2022Q1,E25: Cashel,8
5643,New Dwelling Completion,2022Q1,E32: Carrick-on-Suir,5
5644,New Dwelling Completion,2022Q1,E34: Tipperary,9
5645,New Dwelling Completion,2022Q1,E41: Thurles,27
5646,New Dwelling Completion,2022Q1,E45: Nenagh,12
5647,New Dwelling Completion,2022Q1,E53: Roscrea,4
5648,New Dwelling Completion,2022Q1,E91: Clonmel,6
5649,New Dwelling Completion,2022Q1,F12: Claremorris,17
5650,New Dwelling Completion,2022Q1,F23: Castlebar,28
5651,New Dwelling Completion,2022Q1,F26: Ballina,30
5652,New Dwelling Completion,2022Q1,F28: Westport,19
5653,New Dwelling Completion,2022Q1,F31: Ballinrobe,3
5654,New Dwelling Completion,2022Q1,F35: Ballyhaunis,2
5655,New Dwelling Completion,2022Q1,F42: Roscommon,9
5656,New Dwelling Completion,2022Q1,F45: Castlerea,11
5657,New Dwelling Completion,2022Q1,F52: Boyle,5
5658,New Dwelling Completion,2022Q1,F56: Ballymote,8
5659,New Dwelling Completion,2022Q1,F91: Sligo,26
5660,New Dwelling Completion,2022Q1,F92: Letterkenny,56
5661,New Dwelling Completion,2022Q1,F93: Lifford,47
5662,New Dwelling Completion,2022Q1,F94: Donegal,28
5663,New Dwelling Completion,2022Q1,H12: Cavan,12
5664,New Dwelling Completion,2022Q1,H14: Belturbet,10
5665,New Dwelling Completion,2022Q1,H16: Cootehill,2
5666,New Dwelling Completion,2022Q1,H18: Monaghan,30
5667,New Dwelling Completion,2022Q1,H23: Clones,0
5668,New Dwelling Completion,2022Q1,H53: Ballinasloe,23
5669,New Dwelling Completion,2022Q1,H54: Tuam,28
5670,New Dwelling Completion,2022Q1,H62: Loughrea,18
5671,New Dwelling Completion,2022Q1,H65: Athenry,16
5672,New Dwelling Completion,2022Q1,H71: Clifden,2
5673,New Dwelling Completion,2022Q1,H91: Galway,110
5674,New Dwelling Completion,2022Q1,K32: Balbriggan,10
5675,New Dwelling Completion,2022Q1,K34: Skerries,10
5676,New Dwelling Completion,2022Q1,K36: Malahide,50
5677,New Dwelling Completion,2022Q1,K45: Lusk,29
5678,New Dwelling Completion,2022Q1,K56: Rush,4
5679,New Dwelling Completion,2022Q1,K67: Swords,27
5680,New Dwelling Completion,2022Q1,K78: Lucan,114
5681,New Dwelling Completion,2022Q1,N37: Athlone,28
5682,New Dwelling Completion,2022Q1,N39: Longford,29
5683,New Dwelling Completion,2022Q1,N41: Carrick-on-Shannon,8
5684,New Dwelling Completion,2022Q1,N91: Mullingar,53
5685,New Dwelling Completion,2022Q1,P12: Macroom,17
5686,New Dwelling Completion,2022Q1,P14: Crookstown,5
5687,New Dwelling Completion,2022Q1,P17: Kinsale,7
5688,New Dwelling Completion,2022Q1,P24: Cobh,10
5689,New Dwelling Completion,2022Q1,P25: Midleton,34
5690,New Dwelling Completion,2022Q1,P31: Ballincollig,24
5691,New Dwelling Completion,2022Q1,P32: Rylane,8
5692,New Dwelling Completion,2022Q1,P36: Youghal,7
5693,New Dwelling Completion,2022Q1,P43: Carrigaline,35
5694,New Dwelling Completion,2022Q1,P47: Dunmanway,19
5695,New Dwelling Completion,2022Q1,P51: Mallow,46
5696,New Dwelling Completion,2022Q1,P56: Charleville,14
5697,New Dwelling Completion,2022Q1,P61: Fermoy,5
5698,New Dwelling Completion,2022Q1,P67: Mitchelstown,6
5699,New Dwelling Completion,2022Q1,P72: Bandon,28
5700,New Dwelling Completion,2022Q1,P75: Bantry,15
5701,New Dwelling Completion,2022Q1,P81: Skibbereen,18
5702,New Dwelling Completion,2022Q1,P85: Clonakilty,12
5703,New Dwelling Completion,2022Q1,R14: Athy,8
5704,New Dwelling Completion,2022Q1,R21: Mhuine Bheag,2
5705,New Dwelling Completion,2022Q1,R32: Portlaoise,70
5706,New Dwelling Completion,2022Q1,R35: Tullamore,100
5707,New Dwelling Completion,2022Q1,R42: Birr,21
5708,New Dwelling Completion,2022Q1,R45: Edenderry,7
5709,New Dwelling Completion,2022Q1,R51: Kildare,24
5710,New Dwelling Completion,2022Q1,R56: Curragh,14
5711,New Dwelling Completion,2022Q1,R93: Carlow,61
5712,New Dwelling Completion,2022Q1,R95: Kilkenny,50
5713,New Dwelling Completion,2022Q1,T12: Cork Southside,63
5714,New Dwelling Completion,2022Q1,T23: Cork Northside,40
5715,New Dwelling Completion,2022Q1,T34: Carrignavar,17
5716,New Dwelling Completion,2022Q1,T45: Glanmire,60
5717,New Dwelling Completion,2022Q1,T56: Watergrasshill,25
5718,New Dwelling Completion,2022Q1,V14: Shannon,1
5719,New Dwelling Completion,2022Q1,V15: Kilrush,13
5720,New Dwelling Completion,2022Q1,V23: Caherciveen,3
5721,New Dwelling Completion,2022Q1,V31: Listowel,1
5722,New Dwelling Completion,2022Q1,V35: Kilmallock,26
5723,New Dwelling Completion,2022Q1,V42: Newcastle West,2
5724,New Dwelling Completion,2022Q1,V92: Tralee,84
5725,New Dwelling Completion,2022Q1,V93: Killarney,42
5726,New Dwelling Completion,2022Q1,V94: Limerick,139
5727,New Dwelling Completion,2022Q1,V95: Ennis,121
5728,New Dwelling Completion,2022Q1,W12: Newbridge,37
5729,New Dwelling Completion,2022Q1,W23: Celbridge,77
5730,New Dwelling Completion,2022Q1,W34: Monasterevin,16
5731,New Dwelling Completion,2022Q1,W91: Naas,157
5732,New Dwelling Completion,2022Q1,X35: Dungarvan,11
5733,New Dwelling Completion,2022Q1,X42: Kilmacthomas,22
5734,New Dwelling Completion,2022Q1,X91: Waterford,119
5735,New Dwelling Completion,2022Q1,Y14: Arklow,50
5736,New Dwelling Completion,2022Q1,Y21: Enniscorthy,55
5737,New Dwelling Completion,2022Q1,Y25: Gorey,32
5738,New Dwelling Completion,2022Q1,Y34: New Ross,8
5739,New Dwelling Completion,2022Q1,Y35: Wexford,124
5740,New Dwelling Completion,2022Q2,All,7614
5741,New Dwelling Completion,2022Q2,A41: Ballyboughal,2
5742,New Dwelling Completion,2022Q2,A42: Garristown,4
5743,New Dwelling Completion,2022Q2,A45: Oldtown,2
5744,New Dwelling Completion,2022Q2,A63: Greystones,164
5745,New Dwelling Completion,2022Q2,A67: Wicklow,81
5746,New Dwelling Completion,2022Q2,A75: Castleblaney,21
5747,New Dwelling Completion,2022Q2,A81: Carrickmacross,29
5748,New Dwelling Completion,2022Q2,A82: Kells,37
5749,New Dwelling Completion,2022Q2,A83: Enfield,26
5750,New Dwelling Completion,2022Q2,A84: Ashbourne,2
5751,New Dwelling Completion,2022Q2,A85: Dunshaughlin,48
5752,New Dwelling Completion,2022Q2,A86: Dunboyne,13
5753,New Dwelling Completion,2022Q2,A91: Dundalk,135
5754,New Dwelling Completion,2022Q2,A92: Drogheda,225
5755,New Dwelling Completion,2022Q2,A94: Blackrock,6
5756,New Dwelling Completion,2022Q2,A96: Glenageary,22
5757,New Dwelling Completion,2022Q2,A98: Bray,30
5758,New Dwelling Completion,2022Q2,C15: Navan,220
5759,New Dwelling Completion,2022Q2,D01: Dublin 1,79
5760,New Dwelling Completion,2022Q2,D02: Dublin 2,26
5761,New Dwelling Completion,2022Q2,D03: Dublin 3,15
5762,New Dwelling Completion,2022Q2,D04: Dublin 4,38
5763,New Dwelling Completion,2022Q2,D05: Dublin 5,18
5764,New Dwelling Completion,2022Q2,D06: Dublin 6,18
5765,New Dwelling Completion,2022Q2,D07: Dublin 7,219
5766,New Dwelling Completion,2022Q2,D08: Dublin 8,12
5767,New Dwelling Completion,2022Q2,D09: Dublin 9,332
5768,New Dwelling Completion,2022Q2,D10: Dublin 10,1
5769,New Dwelling Completion,2022Q2,D11: Dublin 11,5
5770,New Dwelling Completion,2022Q2,D12: Dublin 12,382
5771,New Dwelling Completion,2022Q2,D13: Dublin 13,94
5772,New Dwelling Completion,2022Q2,D14: Dublin 14,6
5773,New Dwelling Completion,2022Q2,D15: Dublin 15,30
5774,New Dwelling Completion,2022Q2,D16: Dublin 16,111
5775,New Dwelling Completion,2022Q2,D17: Dublin 17,48
5776,New Dwelling Completion,2022Q2,D18: Dublin 18,530
5777,New Dwelling Completion,2022Q2,D20: Dublin 20,0
5778,New Dwelling Completion,2022Q2,D22: Dublin 22,190
5779,New Dwelling Completion,2022Q2,D24: Dublin 24,68
5780,New Dwelling Completion,2022Q2,D6W: Dublin 6W,2
5781,New Dwelling Completion,2022Q2,E21: Cahir,5
5782,New Dwelling Completion,2022Q2,E25: Cashel,8
5783,New Dwelling Completion,2022Q2,E32: Carrick-on-Suir,20
5784,New Dwelling Completion,2022Q2,E34: Tipperary,13
5785,New Dwelling Completion,2022Q2,E41: Thurles,19
5786,New Dwelling Completion,2022Q2,E45: Nenagh,25
5787,New Dwelling Completion,2022Q2,E53: Roscrea,3
5788,New Dwelling Completion,2022Q2,E91: Clonmel,21
5789,New Dwelling Completion,2022Q2,F12: Claremorris,29
5790,New Dwelling Completion,2022Q2,F23: Castlebar,25
5791,New Dwelling Completion,2022Q2,F26: Ballina,28
5792,New Dwelling Completion,2022Q2,F28: Westport,30
5793,New Dwelling Completion,2022Q2,F31: Ballinrobe,4
5794,New Dwelling Completion,2022Q2,F35: Ballyhaunis,3
5795,New Dwelling Completion,2022Q2,F42: Roscommon,12
5796,New Dwelling Completion,2022Q2,F45: Castlerea,13
5797,New Dwelling Completion,2022Q2,F52: Boyle,3
5798,New Dwelling Completion,2022Q2,F56: Ballymote,5
5799,New Dwelling Completion,2022Q2,F91: Sligo,41
5800,New Dwelling Completion,2022Q2,F92: Letterkenny,64
5801,New Dwelling Completion,2022Q2,F93: Lifford,50
5802,New Dwelling Completion,2022Q2,F94: Donegal,43
5803,New Dwelling Completion,2022Q2,H12: Cavan,47
5804,New Dwelling Completion,2022Q2,H14: Belturbet,9
5805,New Dwelling Completion,2022Q2,H16: Cootehill,5
5806,New Dwelling Completion,2022Q2,H18: Monaghan,26
5807,New Dwelling Completion,2022Q2,H23: Clones,18
5808,New Dwelling Completion,2022Q2,H53: Ballinasloe,23
5809,New Dwelling Completion,2022Q2,H54: Tuam,39
5810,New Dwelling Completion,2022Q2,H62: Loughrea,21
5811,New Dwelling Completion,2022Q2,H65: Athenry,27
5812,New Dwelling Completion,2022Q2,H71: Clifden,2
5813,New Dwelling Completion,2022Q2,H91: Galway,255
5814,New Dwelling Completion,2022Q2,K32: Balbriggan,57
5815,New Dwelling Completion,2022Q2,K34: Skerries,9
5816,New Dwelling Completion,2022Q2,K36: Malahide,84
5817,New Dwelling Completion,2022Q2,K45: Lusk,54
5818,New Dwelling Completion,2022Q2,K56: Rush,78
5819,New Dwelling Completion,2022Q2,K67: Swords,38
5820,New Dwelling Completion,2022Q2,K78: Lucan,160
5821,New Dwelling Completion,2022Q2,N37: Athlone,29
5822,New Dwelling Completion,2022Q2,N39: Longford,23
5823,New Dwelling Completion,2022Q2,N41: Carrick-on-Shannon,9
5824,New Dwelling Completion,2022Q2,N91: Mullingar,71
5825,New Dwelling Completion,2022Q2,P12: Macroom,31
5826,New Dwelling Completion,2022Q2,P14: Crookstown,15
5827,New Dwelling Completion,2022Q2,P17: Kinsale,25
5828,New Dwelling Completion,2022Q2,P24: Cobh,11
5829,New Dwelling Completion,2022Q2,P25: Midleton,35
5830,New Dwelling Completion,2022Q2,P31: Ballincollig,33
5831,New Dwelling Completion,2022Q2,P32: Rylane,0
5832,New Dwelling Completion,2022Q2,P36: Youghal,8
5833,New Dwelling Completion,2022Q2,P43: Carrigaline,91
5834,New Dwelling Completion,2022Q2,P47: Dunmanway,19
5835,New Dwelling Completion,2022Q2,P51: Mallow,67
5836,New Dwelling Completion,2022Q2,P56: Charleville,3
5837,New Dwelling Completion,2022Q2,P61: Fermoy,11
5838,New Dwelling Completion,2022Q2,P67: Mitchelstown,6
5839,New Dwelling Completion,2022Q2,P72: Bandon,22
5840,New Dwelling Completion,2022Q2,P75: Bantry,6
5841,New Dwelling Completion,2022Q2,P81: Skibbereen,19
5842,New Dwelling Completion,2022Q2,P85: Clonakilty,24
5843,New Dwelling Completion,2022Q2,R14: Athy,6
5844,New Dwelling Completion,2022Q2,R21: Mhuine Bheag,11
5845,New Dwelling Completion,2022Q2,R32: Portlaoise,142
