Statistic,Month,Taxation.Class,value
Vehicles Licensed for the First Time,2015 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",98.0
Vehicles Licensed for the First Time,2015 September,Secondhand Vehicles,4968.0
Vehicles Licensed for the First Time,2015 September,Secondhand Private Cars,3743.0
Vehicles Licensed for the First Time,2015 September,Secondhand Goods Vehicles,668.0
Vehicles Licensed for the First Time,2015 September,Secondhand Tractors,103.0
Vehicles Licensed for the First Time,2015 September,Secondhand Other Vehicles,323.0
Vehicles Licensed for the First Time,2015 September,Secondhand Motor Cycles,131.0
Vehicles Licensed for the First Time,2015 October,All Vehicles,11512.0
Vehicles Licensed for the First Time,2015 October,New Vehicles,6160.0
Vehicles Licensed for the First Time,2015 October,New Private Cars,3943.0
Vehicles Licensed for the First Time,2015 October,New Goods Vehicles,1629.0
Vehicles Licensed for the First Time,2015 October,New Tractors,123.0
Vehicles Licensed for the First Time,2015 October,New Motor Cycles,105.0
Vehicles Licensed for the First Time,2015 October,New Exempt Vehicles,272.0
Vehicles Licensed for the First Time,2015 October,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",88.0
Vehicles Licensed for the First Time,2015 October,Secondhand Vehicles,5352.0
Vehicles Licensed for the First Time,2015 October,Secondhand Private Cars,4035.0
Vehicles Licensed for the First Time,2015 October,Secondhand Goods Vehicles,710.0
Vehicles Licensed for the First Time,2015 October,Secondhand Tractors,139.0
Vehicles Licensed for the First Time,2015 October,Secondhand Other Vehicles,327.0
Vehicles Licensed for the First Time,2015 October,Secondhand Motor Cycles,141.0
Vehicles Licensed for the First Time,2015 November,All Vehicles,8866.0
Vehicles Licensed for the First Time,2015 November,New Vehicles,3642.0
Vehicles Licensed for the First Time,2015 November,New Private Cars,1874.0
Vehicles Licensed for the First Time,2015 November,New Goods Vehicles,1314.0
Vehicles Licensed for the First Time,2015 November,New Tractors,170.0
Vehicles Licensed for the First Time,2015 November,New Motor Cycles,51.0
Vehicles Licensed for the First Time,2015 November,New Exempt Vehicles,190.0
Vehicles Licensed for the First Time,2015 November,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",43.0
Vehicles Licensed for the First Time,2015 November,Secondhand Vehicles,5224.0
Vehicles Licensed for the First Time,2015 November,Secondhand Private Cars,3906.0
Vehicles Licensed for the First Time,2015 November,Secondhand Goods Vehicles,660.0
Vehicles Licensed for the First Time,2015 November,Secondhand Tractors,279.0
Vehicles Licensed for the First Time,2015 November,Secondhand Other Vehicles,283.0
Vehicles Licensed for the First Time,2015 November,Secondhand Motor Cycles,96.0
Vehicles Licensed for the First Time,2015 December,All Vehicles,5836.0
Vehicles Licensed for the First Time,2015 December,New Vehicles,1651.0
Vehicles Licensed for the First Time,2015 December,New Private Cars,847.0
Vehicles Licensed for the First Time,2015 December,New Goods Vehicles,548.0
Vehicles Licensed for the First Time,2015 December,New Tractors,60.0
Vehicles Licensed for the First Time,2015 December,New Motor Cycles,20.0
Vehicles Licensed for the First Time,2015 December,New Exempt Vehicles,110.0
Vehicles Licensed for the First Time,2015 December,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",66.0
Vehicles Licensed for the First Time,2015 December,Secondhand Vehicles,4185.0
Vehicles Licensed for the First Time,2015 December,Secondhand Private Cars,3164.0
Vehicles Licensed for the First Time,2015 December,Secondhand Goods Vehicles,596.0
Vehicles Licensed for the First Time,2015 December,Secondhand Tractors,124.0
Vehicles Licensed for the First Time,2015 December,Secondhand Other Vehicles,234.0
Vehicles Licensed for the First Time,2015 December,Secondhand Motor Cycles,67.0
Vehicles Licensed for the First Time,2016 January,All Vehicles,36096.0
Vehicles Licensed for the First Time,2016 January,New Vehicles,31150.0
Vehicles Licensed for the First Time,2016 January,New Private Cars,27106.0
Vehicles Licensed for the First Time,2016 January,New Goods Vehicles,2789.0
Vehicles Licensed for the First Time,2016 January,New Tractors,257.0
Vehicles Licensed for the First Time,2016 January,New Motor Cycles,162.0
Vehicles Licensed for the First Time,2016 January,New Exempt Vehicles,690.0
Vehicles Licensed for the First Time,2016 January,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",146.0
Vehicles Licensed for the First Time,2016 January,Secondhand Vehicles,4946.0
Vehicles Licensed for the First Time,2016 January,Secondhand Private Cars,3848.0
Vehicles Licensed for the First Time,2016 January,Secondhand Goods Vehicles,639.0
Vehicles Licensed for the First Time,2016 January,Secondhand Tractors,126.0
Vehicles Licensed for the First Time,2016 January,Secondhand Other Vehicles,226.0
Vehicles Licensed for the First Time,2016 January,Secondhand Motor Cycles,107.0
Vehicles Licensed for the First Time,2016 February,All Vehicles,32493.0
Vehicles Licensed for the First Time,2016 February,New Vehicles,26184.0
Vehicles Licensed for the First Time,2016 February,New Private Cars,21173.0
Vehicles Licensed for the First Time,2016 February,New Goods Vehicles,3815.0
Vehicles Licensed for the First Time,2016 February,New Tractors,195.0
Vehicles Licensed for the First Time,2016 February,New Motor Cycles,127.0
Vehicles Licensed for the First Time,2016 February,New Exempt Vehicles,700.0
Vehicles Licensed for the First Time,2016 February,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",174.0
Vehicles Licensed for the First Time,2016 February,Secondhand Vehicles,6309.0
Vehicles Licensed for the First Time,2016 February,Secondhand Private Cars,5077.0
Vehicles Licensed for the First Time,2016 February,Secondhand Goods Vehicles,711.0
Vehicles Licensed for the First Time,2016 February,Secondhand Tractors,138.0
Vehicles Licensed for the First Time,2016 February,Secondhand Other Vehicles,283.0
Vehicles Licensed for the First Time,2016 February,Secondhand Motor Cycles,100.0
Vehicles Licensed for the First Time,2016 March,All Vehicles,30739.0
Vehicles Licensed for the First Time,2016 March,New Vehicles,24160.0
Vehicles Licensed for the First Time,2016 March,New Private Cars,20096.0
Vehicles Licensed for the First Time,2016 March,New Goods Vehicles,2847.0
Vehicles Licensed for the First Time,2016 March,New Tractors,187.0
Vehicles Licensed for the First Time,2016 March,New Motor Cycles,161.0
Vehicles Licensed for the First Time,2016 March,New Exempt Vehicles,724.0
Vehicles Licensed for the First Time,2016 March,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",145.0
Vehicles Licensed for the First Time,2016 March,Secondhand Vehicles,6579.0
Vehicles Licensed for the First Time,2016 March,Secondhand Private Cars,5276.0
Vehicles Licensed for the First Time,2016 March,Secondhand Goods Vehicles,774.0
Vehicles Licensed for the First Time,2016 March,Secondhand Tractors,134.0
Vehicles Licensed for the First Time,2016 March,Secondhand Other Vehicles,269.0
Vehicles Licensed for the First Time,2016 March,Secondhand Motor Cycles,126.0
Vehicles Licensed for the First Time,2016 April,All Vehicles,26405.0
Vehicles Licensed for the First Time,2016 April,New Vehicles,19144.0
Vehicles Licensed for the First Time,2016 April,New Private Cars,14847.0
Vehicles Licensed for the First Time,2016 April,New Goods Vehicles,3116.0
Vehicles Licensed for the First Time,2016 April,New Tractors,205.0
Vehicles Licensed for the First Time,2016 April,New Motor Cycles,137.0
Vehicles Licensed for the First Time,2016 April,New Exempt Vehicles,636.0
Vehicles Licensed for the First Time,2016 April,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",203.0
Vehicles Licensed for the First Time,2016 April,Secondhand Vehicles,7261.0
Vehicles Licensed for the First Time,2016 April,Secondhand Private Cars,5626.0
Vehicles Licensed for the First Time,2016 April,Secondhand Goods Vehicles,915.0
Vehicles Licensed for the First Time,2016 April,Secondhand Tractors,158.0
Vehicles Licensed for the First Time,2016 April,Secondhand Other Vehicles,356.0
Vehicles Licensed for the First Time,2016 April,Secondhand Motor Cycles,206.0
Vehicles Licensed for the First Time,2016 May,All Vehicles,20866.0
Vehicles Licensed for the First Time,2016 May,New Vehicles,13668.0
Vehicles Licensed for the First Time,2016 May,New Private Cars,10125.0
Vehicles Licensed for the First Time,2016 May,New Goods Vehicles,2531.0
Vehicles Licensed for the First Time,2016 May,New Tractors,224.0
Vehicles Licensed for the First Time,2016 May,New Motor Cycles,159.0
Vehicles Licensed for the First Time,2016 May,New Exempt Vehicles,448.0
Vehicles Licensed for the First Time,2016 May,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",181.0
Vehicles Licensed for the First Time,2016 May,Secondhand Vehicles,7198.0
Vehicles Licensed for the First Time,2016 May,Secondhand Private Cars,5488.0
Vehicles Licensed for the First Time,2016 May,Secondhand Goods Vehicles,886.0
Vehicles Licensed for the First Time,2016 May,Secondhand Tractors,181.0
Vehicles Licensed for the First Time,2016 May,Secondhand Other Vehicles,432.0
Vehicles Licensed for the First Time,2016 May,Secondhand Motor Cycles,211.0
Vehicles Licensed for the First Time,2016 June,All Vehicles,14352.0
Vehicles Licensed for the First Time,2016 June,New Vehicles,7018.0
Vehicles Licensed for the First Time,2016 June,New Private Cars,4143.0
Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,2036.0
Vehicles Licensed for the First Time,2016 June,New Tractors,207.0
Vehicles Licensed for the First Time,2016 June,New Motor Cycles,156.0
Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,333.0
Vehicles Licensed for the First Time,2016 June,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",143.0
Vehicles Licensed for the First Time,2016 June,Secondhand Vehicles,7334.0
Vehicles Licensed for the First Time,2016 June,Secondhand Private Cars,5459.0
Vehicles Licensed for the First Time,2016 June,Secondhand Goods Vehicles,978.0
Vehicles Licensed for the First Time,2016 June,Secondhand Tractors,204.0
Vehicles Licensed for the First Time,2016 June,Secondhand Other Vehicles,422.0
Vehicles Licensed for the First Time,2016 June,Secondhand Motor Cycles,271.0
Vehicles Licensed for the First Time,2016 July,All Vehicles,33861.0
Vehicles Licensed for the First Time,2016 July,New Vehicles,26480.0
Vehicles Licensed for the First Time,2016 July,New Private Cars,22462.0
Vehicles Licensed for the First Time,2016 July,New Goods Vehicles,2560.0
Vehicles Licensed for the First Time,2016 July,New Tractors,191.0
Vehicles Licensed for the First Time,2016 July,New Motor Cycles,205.0
Vehicles Licensed for the First Time,2016 July,New Exempt Vehicles,916.0
Vehicles Licensed for the First Time,2016 July,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",146.0
Vehicles Licensed for the First Time,2016 July,Secondhand Vehicles,7381.0
Vehicles Licensed for the First Time,2016 July,Secondhand Private Cars,5637.0
Vehicles Licensed for the First Time,2016 July,Secondhand Goods Vehicles,915.0
Vehicles Licensed for the First Time,2016 July,Secondhand Tractors,165.0
Vehicles Licensed for the First Time,2016 July,Secondhand Other Vehicles,415.0
Vehicles Licensed for the First Time,2016 July,Secondhand Motor Cycles,249.0
Vehicles Licensed for the First Time,2016 August,All Vehicles,21178.0
Vehicles Licensed for the First Time,2016 August,New Vehicles,13352.0
Vehicles Licensed for the First Time,2016 August,New Private Cars,9781.0
Vehicles Licensed for the First Time,2016 August,New Goods Vehicles,2393.0
Vehicles Licensed for the First Time,2016 August,New Tractors,156.0
Vehicles Licensed for the First Time,2016 August,New Motor Cycles,141.0
Vehicles Licensed for the First Time,2016 August,New Exempt Vehicles,736.0
Vehicles Licensed for the First Time,2016 August,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",145.0
Vehicles Licensed for the First Time,2016 August,Secondhand Vehicles,7826.0
Vehicles Licensed for the First Time,2016 August,Secondhand Private Cars,6135.0
Vehicles Licensed for the First Time,2016 August,Secondhand Goods Vehicles,888.0
Vehicles Licensed for the First Time,2016 August,Secondhand Tractors,166.0
Vehicles Licensed for the First Time,2016 August,Secondhand Other Vehicles,421.0
Vehicles Licensed for the First Time,2016 August,Secondhand Motor Cycles,216.0
Vehicles Licensed for the First Time,2016 September,All Vehicles,16915.0
Vehicles Licensed for the First Time,2016 September,New Vehicles,8619.0
Vehicles Licensed for the First Time,2016 September,New Private Cars,5842.0
Vehicles Licensed for the First Time,2016 September,New Goods Vehicles,2042.0
Vehicles Licensed for the First Time,2016 September,New Tractors,85.0
Vehicles Licensed for the First Time,2016 September,New Motor Cycles,96.0
Vehicles Licensed for the First Time,2016 September,New Exempt Vehicles,430.0
Vehicles Licensed for the First Time,2016 September,"New public service vehicles, heavy agricultural and plant machinery and vehicles (NEC)",124.0
Vehicles Licensed for the First Time,2016 September,Secondhand Vehicles,8296.0
Vehicles Licensed for the First Time,2016 September,Secondhand Private Cars,6623.0
Vehicles Licensed for the First Time,2016 September,Secondhand Goods Vehicles,950.0
Vehicles Licensed for the First Time,2016 September,Secondhand Tractors,148.0
Vehicles Licensed for the First Time,2016 September,Secondhand Other Vehicles,382.0
Vehicles Licensed for the First Time,2016 September,Secondhand Motor Cycles,193.0
Vehicles Licensed for the First Time,2016 October,All Vehicles,15151.0
